Tweet_count,Username,tweet_text,Created at,Location,Followers Count,retweet_count,Favorite Count,formatted_created_at,Contains_Keyword,sentiment,neg,neu,pos,compound,Original_Tweeter,Community,adjusted_sentiment,cleaned_text
2809,mrjaymovie.209,"A sad news from #Marvel universe: #BradAllan, action director of #Shangchi movie, passed away today at 49. 

Rest in Peace.",Sat Aug 07 12:59:42 +0000 2021,"Taiwan, ROC 🇹🇼",199,1,0,2021-08-07 12:59:00,True,"{'neg': 0.187, 'neu': 0.602, 'pos': 0.211, 'compound': 0.1027}",0.187,0.602,0.211,0.1027,self,Other,neu,sad news universe action director movie passed away today 49 rest peace
2822,Marvel Jones,@WMCActionNews5 Sorry for the families that lost there babies to that virus!! My Cousin pass away 2 days ago to that virus and it sad one day they looking good talking and playing around and end up in the hospital and 2 weeks later they gone that’s sad.,Tue Aug 03 21:26:23 +0000 2021,"Memphis,TN / Texas ",240,0,3,2021-08-03 21:26:00,True,"{'neg': 0.284, 'neu': 0.58, 'pos': 0.136, 'compound': -0.6249}",0.284,0.58,0.136,-0.6249,WMCActionNews5,Other,neg,sorry families lost babies virus cousin pass away 2 days ago virus sad one day looking good talking playing around end hospital 2 weeks later gone thats sad
2828,Lord Eternal,@stuartrblack @IGN He's the actor who played black panther in the Marvel Movies and passed away last year sadly,Tue Aug 03 08:49:13 +0000 2021,Kingdom of Saudi Arabia,14,0,3,2021-08-03 08:49:00,True,"{'neg': 0.165, 'neu': 0.529, 'pos': 0.306, 'compound': 0.34}",0.165,0.529,0.306,0.34,stuartrblack,Other,pos,hes actor played black panther marvel movies passed away last year sadly
2836,Snake HODL,@TuurDemeester My bitcoin exit strategy: death and pass on my holdings to my children,Sat Jul 31 07:19:05 +0000 2021,"Stockholm, Sweden",148,0,0,2021-07-31 07:19:00,True,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.5994}",0.394,0.606,0.0,-0.5994,TuurDemeester,Other,neg,bitcoin exit strategy death pass holdings children
2840,Willie,"@NinjaNightwing @TheGiftedGemini @KhameekJ03 Exactly, it's dumb, i mean ye it's sad that the actor passed, but he isn't the first Black Panther actor, and i doubt he'll be the last.",Fri Jul 30 17:21:56 +0000 2021,,120,0,0,2021-07-30 17:21:00,True,"{'neg': 0.551, 'neu': 0.449, 'pos': 0.0, 'compound': -0.926}",0.551,0.449,0.0,-0.926,NinjaNightwing,Other,neg,exactly dumb mean ye sad actor passed isnt first black panther actor doubt hell last
2849,Marvelous Jesus,"Jesus “Most assuredly I say to you he who hears My word and believes in Him who sent Me has everlasting life and shall not come into judgment but has passed from death into life."" 
John 5:24",Tue Jul 27 08:04:00 +0000 2021,Everywhere,289622,92,252,2021-07-27 08:04:00,True,"{'neg': 0.181, 'neu': 0.698, 'pos': 0.121, 'compound': -0.3182}",0.181,0.698,0.121,-0.3182,self,Other,neg,jesus assuredly say hears word believes sent everlasting life shall come judgment passed death life john 524
2883,William,"Yeah look, he can say what he wants publicly but the fact is that it’s micromanaged to death and formulaic. There are very little scripts in Marvel that pass that are actually original or new. Top heavy producing and by the numbers. It’s all about the $$$.",Mon Jul 19 01:02:02 +0000 2021,"California, USA",604,0,0,2021-07-19 01:02:00,True,"{'neg': 0.141, 'neu': 0.541, 'pos': 0.318, 'compound': 0.4445}",0.141,0.541,0.318,0.4445,self,Other,pos,yeah look say wants publicly fact micromanaged death formulaic little scripts marvel pass actually original new top heavy producing numbers
2887,Madison (マディソン/매디슨),"13 Marvel not, my brethren, if the world hate you. 14 We know that we have passed from death unto life, because we love the brethren. He that loveth not his brother abideth in death. 15 Whosoever hateth his brother is a murderer: -",Sat Jul 17 23:41:27 +0000 2021,East Coast ♡ •Matt 5•,1788,0,0,2021-07-17 23:41:00,True,"{'neg': 0.412, 'neu': 0.409, 'pos': 0.179, 'compound': -0.8779}",0.412,0.409,0.179,-0.8779,self,Other,neg,13 marvel brethren world hate 14 know passed death unto life love brethren loveth brother abideth death 15 whosoever hateth brother murderer
2890,✰ sami ✰,"// pet death 
can you all send some stuff? can be like sw content or marvel or literally just whatever idc. my cat passed away today and i’m taking it really hard. https://t.co/suYo38PWk1",Sat Jul 17 02:12:40 +0000 2021,19 | she / her | BLM,1055,0,1,2021-07-17 02:12:00,True,"{'neg': 0.216, 'neu': 0.579, 'pos': 0.205, 'compound': -0.0754}",0.216,0.579,0.205,-0.0754,self,Other,neu,pet death send stuff like sw content marvel literally whatever idc cat passed away today im taking really hard
2891,Hubwav,"RIP Marvel Theo Hall, better known by his stage name Biz Markie. The rapper, singer, DJ and producer has passed away due to complications from diabetes. Our prayers go out to Markie and his loved ones. 🕊🙏 https://t.co/Sg0yrjl9XP",Sat Jul 17 01:58:31 +0000 2021,"Los Angeles, CA",770,1,5,2021-07-17 01:58:00,True,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8625}",0.0,0.686,0.314,0.8625,self,Other,pos,rip marvel theo hall better known stage name biz markie rapper singer dj producer passed away due complications diabetes prayers go markie loved ones
2897,Jared Wade,"@basquiatball Just to clarify: ""That moment will pass"" is what I meant, surely still the dominant stuff in media by far. Not calling the death of Marvel, just wondering if it can sustain it's heights through the weirdness is all.",Wed Jul 14 22:19:33 +0000 2021,"Bogotá, Colombia",11375,0,0,2021-07-14 22:19:00,True,"{'neg': 0.237, 'neu': 0.531, 'pos': 0.233, 'compound': -0.0258}",0.237,0.531,0.233,-0.0258,basquiatball,Other,pos,clarify moment pass meant surely still dominant stuff media far calling death marvel wondering sustain heights weirdness
2904,jamen ramsey,@chadwickboseman chadwick boseman is gone and passed away sadly RIP my friend Wakanda forever and its been almost a damn year i cant believe it . now who are you taking over chadwicks twitter account???,Tue Jul 13 22:11:36 +0000 2021,?,8,0,14,2021-07-13 22:11:00,True,"{'neg': 0.213, 'neu': 0.656, 'pos': 0.131, 'compound': -0.2516}",0.213,0.656,0.131,-0.2516,chadwickboseman,Other,neg,chadwick boseman gone passed away sadly rip friend wakanda forever almost damn year cant believe taking chadwicks twitter account
2917,A.R.I.,"Even though Stan Lee has passed, RIP, I think @Marvel should still do his cameos. Like a frame on a wall in each movie and a reference to his honor. But the reference has to be different in each movie.",Sun Jul 11 20:00:46 +0000 2021,,181,0,2,2021-07-11 20:00:00,True,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.6908}",0.0,0.737,0.263,0.6908,Marvel,Other,pos,even though stan lee passed rip think still cameos like frame wall movie reference honor reference different movie
2920,Tornado Wrangler Hutter (Marvels Frog Man) 🐌,"I have a lot but one of the main ones was Haruo Nakajima’s death in 2017 since as a kid I would usually watch the older Godzilla films and were something that I would put on when I wasn’t having the best day like getting bullied at school, and when he passed it really hurt me",Sun Jul 11 18:50:39 +0000 2021,Castle Orlok (they/them),944,0,1,2021-07-11 18:50:00,True,"{'neg': 0.417, 'neu': 0.583, 'pos': 0.0, 'compound': -0.9529}",0.417,0.583,0.0,-0.9529,self,Other,neg,lot one main ones haruo nakajimas death 2017 since kid would usually watch older godzilla films something would put wasnt best day like getting bullied school passed really hurt
2924,Todd Seavey,"I almost never weigh in to defend a celebrity because they've got enough fans and PR underlings already, but people griping about Robert Downey Jr. not maintaining his old online relationships with Marvel colleagues seems ill-timed a week after his father passed away. Priorities.",Sat Jul 10 23:22:09 +0000 2021,"New York, NY",1577,0,1,2021-07-10 23:22:00,True,"{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.4215}",0.0,0.912,0.088,0.4215,self,Other,pos,almost never weigh defend celebrity theyve got enough fans pr underlings already people griping robert downey jr maintaining old online relationships marvel colleagues seems illtimed week father passed away priorities
2925,Marvelous Jesus,"God will wipe away every tear from their eyes. There shall be no more death nor sorrow nor crying. There shall be no more pain for the former things have passed away. 
Revelation 21:4",Sat Jul 10 17:01:00 +0000 2021,Everywhere,289622,108,292,2021-07-10 17:01:00,True,"{'neg': 0.476, 'neu': 0.451, 'pos': 0.073, 'compound': -0.9118}",0.476,0.451,0.073,-0.9118,self,Other,neg,god wipe away every tear eyes shall death sorrow crying shall pain former things passed away revelation 214
2929,Intwali ya Murangira,"#blackwidow
Natasha's death still stings af, but Florence Pugh's Black Widow is a pretty great character. And her arc was a nice way to pass on the mantle.

So yeah, maybe I'm *just a little* less mad at Marvel for pulling that stunt in Endgame.

Can't wait to see her in Hawkeye https://t.co/4IbqRBYXyV",Fri Jul 09 18:09:00 +0000 2021,Frankie& Benjy's Supercomputer,4800,0,1,2021-07-09 18:09:00,True,"{'neg': 0.145, 'neu': 0.532, 'pos': 0.323, 'compound': 0.7923}",0.145,0.532,0.323,0.7923,self,Other,pos,natashas death still stings af florence pughs black widow pretty great character arc nice way pass mantle yeah maybe im little less mad marvel pulling stunt endgame cant wait see hawkeye
2940,DEI Ugly Bastard,"@jacobdotgov @AccordionTomato They realized Downey was the last person who could carry a film franchise...well not really, but China was super racist and sadly the actor who played Black Panther passed away, and everyone fucking hated Marvel.",Thu Jul 08 19:30:55 +0000 2021,"Chicago, IL",1987,0,25,2021-07-08 19:30:00,True,"{'neg': 0.302, 'neu': 0.445, 'pos': 0.253, 'compound': -0.4404}",0.302,0.445,0.253,-0.4404,jacobdotgov,Other,neg,realized downey last person could carry film franchisewell really china super racist sadly actor played black panther passed away everyone fucking hated marvel
2960,Ian van Zyl,I can just marvel at her amazing energy. Sad news that she has passed away. Raffaella Carrà - Rumore - Chile 1980 (16) https://t.co/y5Z2kEHMhi via @YouTube,Mon Jul 05 17:49:20 +0000 2021,Kaapstad,3571,0,1,2021-07-05 17:49:00,True,"{'neg': 0.142, 'neu': 0.459, 'pos': 0.399, 'compound': 0.6808}",0.142,0.459,0.399,0.6808,YouTube,Other,pos,marvel amazing energy sad news passed away raffaella carrà rumore chile 1980 16 via
2963,kimmy | thesis jail,"@qijius well, this project was initially announced prior to his death. now that it's come to pass, i assume they'll write in someone else taking up the mantle of the black panther. time will tell whether it's tasteful or not.",Mon Jul 05 03:12:03 +0000 2021,https://ko-fi.com/foxflowering,1424,0,0,2021-07-05 03:12:00,True,"{'neg': 0.156, 'neu': 0.76, 'pos': 0.084, 'compound': -0.4215}",0.156,0.76,0.084,-0.4215,qijius,Other,neg,well project initially announced prior death come pass assume theyll write someone else taking mantle black panther time tell whether tasteful
2965,Help,Sooo if I pass my driving test ok Thursday who gonna come on a road trip around the uk go to all marvel film locations or am I strange,Sat Jul 03 18:00:26 +0000 2021,Existing,18,0,1,2021-07-03 18:00:00,True,"{'neg': 0.087, 'neu': 0.673, 'pos': 0.24, 'compound': 0.4939}",0.087,0.673,0.24,0.4939,self,Other,pos,sooo pass driving test ok thursday gonna come road trip around uk go marvel film locations strange
2966,Dwayne Cleophus Wayne,I’m still not all the way healed from Chadwick Boseman’s death I haven’t watched Black Panther since he 2 days after he passed 🥺😪,Sat Jul 03 17:01:43 +0000 2021,,599,0,0,2021-07-03 17:01:00,True,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5994}",0.231,0.769,0.0,-0.5994,self,Other,neg,im still way healed chadwick bosemans death havent watched black panther since 2 days passed
2969,REAL 98.3 FM,"Sadly, the upcoming Marvel film, ""Black Panther: Wakanda Forever"" will not include #ChadwickBoseman as he tragically passed away last year after a battle with colon cancer.⁠ In his honor, Marvel &amp; Disney have dedicated the next film to him. All at our website. 
⁠
@gettyimages https://t.co/Th6vPehdcv",Thu Jul 01 22:00:37 +0000 2021,"Indianapolis, IN",1091,0,1,2021-07-01 22:00:00,True,"{'neg': 0.319, 'neu': 0.402, 'pos': 0.279, 'compound': -0.4019}",0.319,0.402,0.279,-0.4019,gettyimages,Other,pos,sadly upcoming marvel film black panther wakanda forever include tragically passed away last year battle colon cancer honor marvel amp disney dedicated next film website
2970,102.3 The Beat,"Sadly, the upcoming Marvel film, ""Black Panther: Wakanda Forever"" will not include #ChadwickBoseman as he tragically passed away last year after a battle with colon cancer.⁠ In his honor, Marvel &amp; Disney have dedicated the next film to him. All at our website. 
⁠
@gettyimages https://t.co/whEwoxXtVV",Thu Jul 01 22:00:36 +0000 2021,"Austin, Texas",2530,0,0,2021-07-01 22:00:00,True,"{'neg': 0.319, 'neu': 0.402, 'pos': 0.279, 'compound': -0.4019}",0.319,0.402,0.279,-0.4019,gettyimages,Other,pos,sadly upcoming marvel film black panther wakanda forever include tragically passed away last year battle colon cancer honor marvel amp disney dedicated next film website
2971,REAL 93.1FM,"Sadly, the upcoming Marvel film, ""Black Panther: Wakanda Forever"" will not include #ChadwickBoseman as he tragically passed away last year after a battle with colon cancer.⁠ In his honor, Marvel &amp; Disney have dedicated the next film to him. All at our website. 
⁠
@gettyimages https://t.co/QCtqBPSmaR",Thu Jul 01 22:00:36 +0000 2021,"Louisville, KY",868,0,0,2021-07-01 22:00:00,True,"{'neg': 0.319, 'neu': 0.402, 'pos': 0.279, 'compound': -0.4019}",0.319,0.402,0.279,-0.4019,gettyimages,Other,pos,sadly upcoming marvel film black panther wakanda forever include tragically passed away last year battle colon cancer honor marvel amp disney dedicated next film website
2972,REAL 103.9,"Sadly, the upcoming Marvel film, ""Black Panther: Wakanda Forever"" will not include #ChadwickBoseman as he tragically passed away last year after a battle with colon cancer.⁠ In his honor, Marvel &amp; Disney have dedicated the next film to him. All at our website. 
⁠
@gettyimages https://t.co/rUtb1L4Rv8",Thu Jul 01 22:00:35 +0000 2021,"Las Vegas, NV",1544,0,0,2021-07-01 22:00:00,True,"{'neg': 0.319, 'neu': 0.402, 'pos': 0.279, 'compound': -0.4019}",0.319,0.402,0.279,-0.4019,gettyimages,Other,pos,sadly upcoming marvel film black panther wakanda forever include tragically passed away last year battle colon cancer honor marvel amp disney dedicated next film website
2973,REAL 103.9FM,"Sadly, the upcoming Marvel film, ""Black Panther: Wakanda Forever"" will not include #ChadwickBoseman as he tragically passed away last year after a battle with colon cancer.⁠ In his honor, Marvel &amp; Disney have dedicated the next film to him. All at our website. 
⁠
@gettyimages https://t.co/Iwu8wCm1Rd",Thu Jul 01 22:00:35 +0000 2021,"Lexington, Kentucky",930,0,0,2021-07-01 22:00:00,True,"{'neg': 0.319, 'neu': 0.402, 'pos': 0.279, 'compound': -0.4019}",0.319,0.402,0.279,-0.4019,gettyimages,Other,pos,sadly upcoming marvel film black panther wakanda forever include tragically passed away last year battle colon cancer honor marvel amp disney dedicated next film website
2974,HOT 98.3,"Sadly, the upcoming Marvel film, ""Black Panther: Wakanda Forever"" will not include #ChadwickBoseman as he tragically passed away last year after a battle with colon cancer.⁠ In his honor, Marvel &amp; Disney have dedicated the next film to him. All at our website. 
⁠
@gettyimages https://t.co/IxoVqo6OEX",Thu Jul 01 22:00:19 +0000 2021,"Tucson, AZ",4744,0,0,2021-07-01 22:00:00,True,"{'neg': 0.319, 'neu': 0.402, 'pos': 0.279, 'compound': -0.4019}",0.319,0.402,0.279,-0.4019,gettyimages,Other,pos,sadly upcoming marvel film black panther wakanda forever include tragically passed away last year battle colon cancer honor marvel amp disney dedicated next film website
2979,G,"It is so disappointing to see how lame and woke Marvel got after Stan Lee passed away. 

Seems that he was the glue holding everything together. RIP to a true pioneer.",Wed Jun 30 13:22:27 +0000 2021,"Golden, CO",156,0,0,2021-06-30 13:22:00,True,"{'neg': 0.234, 'neu': 0.547, 'pos': 0.219, 'compound': -0.1027}",0.234,0.547,0.219,-0.1027,self,Other,neg,disappointing see lame woke marvel got stan lee passed away seems glue holding everything together rip true pioneer
2987,Kitausuret,"So, interesting timeline note: apparently, five years have passed since the Jackal's ""death"". Not sure how that evens out in the grand scheme of Marvel continuity/sliding timescale but I may need to see if I can determine a publication year:in-universe year ratio!",Sun Jun 27 05:05:21 +0000 2021,"Omaha, NE",203,0,1,2021-06-27 05:05:00,True,"{'neg': 0.112, 'neu': 0.576, 'pos': 0.311, 'compound': 0.7096}",0.112,0.576,0.311,0.7096,self,Other,pos,interesting timeline note apparently five years passed since jackals death sure evens grand scheme marvel continuitysliding timescale may need see determine publication yearinuniverse year ratio
