Tweet_count,Username,tweet_text,Created at,Location,Followers Count,retweet_count,Favorite Count,formatted_created_at,Contains_Keyword,Original_Tweeter,mentions,retweet_id,reply_to,neg,neu,pos,compound,Community,engagement_rate,followers_per_tweet,log_engagement_rate,log_followers_per_tweet,tweet_id,tweet_type,linked_tweet_id,tweet_text_lower,content_category
76,archisman,"@FrankCasMajor1 @ThatAberl Funny how a good marvel film needs to be just entertaining to pass, whereas a DC film needs to be a fucking masterpiece to be considered as a good film.",Sat Oct 22 19:32:35 +0000 2022,,6,0,3,2022-10-22 19:32:35+00:00,False,FrankCasMajor1,"@FrankCasMajor1, @ThatAberl",Missing_Retweet_ID,FrankCasMajor1,0.0,0.539,0.461,0.9571,Other,0.5,0.07894736842105263,0.4054651081081644,0.07598590697792203,4803,original,,"@frankcasmajor1 @thataberl funny how a good marvel film needs to be just entertaining to pass, whereas a dc film needs to be a fucking masterpiece to be considered as a good film.",Marvel
91,sonicx246,"@Kyle_Castorena @ghostpepper1246 @CultureCrave If Im correct, Marvels Rising gave her a new backstory with her being an Iron Man fangirl and she invents like Tony Stark as an escapism when her father passed away.",Wed Oct 19 22:23:26 +0000 2022,,74,0,7,2022-10-19 22:23:26+00:00,False,Kyle_Castorena,"@Kyle_Castorena, @ghostpepper1246, @CultureCrave",Missing_Retweet_ID,Kyle_Castorena,0.0,0.849,0.151,0.6705,4.0,0.0945945945945946,0.8131868131868132,0.09038406146826901,0.5950859673837305,4818,original,,"@kyle_castorena @ghostpepper1246 @culturecrave if im correct, marvels rising gave her a new backstory with her being an iron man fangirl and she invents like tony stark as an escapism when her father passed away.",Marvel
103,devy dot,So they can recast Thunderbolt Ross after the actor passed but not Tchalla??? Aint it too soon tho? Aint it disrespectful to William Hurt? Come on mane... #RecastTchalla https://t.co/RwVDXFcWOP,Mon Oct 17 23:13:22 +0000 2022,"Aldine, TX",82,2,11,2022-10-17 23:13:22+00:00,False,self,,Missing_Retweet_ID,,0.166,0.834,0.0,-0.7622,Other,0.15853658536585366,0.7961165048543689,0.14715764433628772,0.585626836848689,4830,original,,so they can recast thunderbolt ross after the actor passed but not tchalla??? aint it too soon tho? aint it disrespectful to william hurt? come on mane... #recasttchalla https://t.co/rwvdxfcwop,Other
141,cosmic ollie 🇬🇧,@TheFleetwayGame @3CFilmss What the fact that William hurt literally passed away this year and there already recasting him but they wont do the same with TChalla when Chadwick passed away 2 years ago. It just doesnt seem right,Thu Oct 13 23:38:03 +0000 2022,,41,0,6,2022-10-13 23:38:03+00:00,False,TheFleetwayGame,"@TheFleetwayGame, @3CFilmss",Missing_Retweet_ID,TheFleetwayGame,0.058,0.942,0.0,-0.296,Other,0.14634146341463414,0.2907801418439716,0.1365755350057508,0.2552467966986271,4868,original,,@thefleetwaygame @3cfilmss what the fact that william hurt literally passed away this year and there already recasting him but they wont do the same with tchalla when chadwick passed away 2 years ago. it just doesnt seem right,Chadwick Boseman
189,riverrrrrrrr....bang!,THAT FUCKING PREMIERE INTRO WAS THE MOST ANXIOUS I HAVE EVEN BEEN IN MY LIFE. OH MY GOD IT FELT LIKE IT SHIULD HAVE BEEN PLSYING IN A HIGH TENSE MARVEL MOVIE MOMENT NOT RIGHT BEFORE GEORGES VLOG I ALMOST PASSED OUT,Tue Oct 04 05:04:30 +0000 2022,he/she/they - 18+,117,0,33,2022-10-04 05:04:30+00:00,False,self,,Missing_Retweet_ID,,0.102,0.738,0.161,0.4033,Other,0.28205128205128205,0.6190476190476191,0.24846135929849963,0.4818380868927384,4916,original,,that fucking premiere intro was the most anxious i have even been in my life. oh my god it felt like it shiuld have been plsying in a high tense marvel movie moment not right before georges vlog i almost passed out,Marvel
205,rikittu,"@Di_noDino @UlrikDBoe @WayneDupreeShow @MarvelStudios Recast also would not work here. Its not like chadwick left the movie because of personal reasons or got removed for doing something bad, that poor guy passed away because of cancer. The impact he had on the character and Black Panther is what made him irreplaceable.",Mon Oct 03 17:35:45 +0000 2022,,19,0,11,2022-10-03 17:35:45+00:00,False,Di_noDino,"@Di_noDino, @UlrikDBoe, @WayneDupreeShow, @MarvelStudios",Missing_Retweet_ID,Di_noDino,0.218,0.782,0.0,-0.9203,7.0,0.5789473684210527,0.09268292682926829,0.4567584024957149,0.08863607271663168,4932,original,,"@di_nodino @ulrikdboe @waynedupreeshow @marvelstudios recast also would not work here. its not like chadwick left the movie because of personal reasons or got removed for doing something bad, that poor guy passed away because of cancer. the impact he had on the character and black panther is what made him irreplaceable.",Marvel
208,ej,@theblackpanther I cannot fathom how people are asking why they didnt recast Chadwick as Black Panther. Are people living under a rock?? He passed away. Long live the memory of the king,Mon Oct 03 17:20:42 +0000 2022,"Las Vegas, NV",6,0,2,2022-10-03 17:20:42+00:00,False,theblackpanther,@theblackpanther,Missing_Retweet_ID,theblackpanther,0.0,1.0,0.0,0.0,14.0,0.3333333333333333,0.028846153846153848,0.2876820724517809,0.02843793532053351,4935,original,,@theblackpanther i cannot fathom how people are asking why they didnt recast chadwick as black panther. are people living under a rock?? he passed away. long live the memory of the king,Black Panther
239,that movie nerd 🎥,"Harrison Ford reportedly is or was
Marvel's top choice to star as General Ross in 'THUNDERBOLTS'
He is not currently cast in the film but it's unclear if he's already passed on the role.

(Source: @ThelnSneider) https://t.co/bc1azTG3YD",Thu Sep 29 18:35:27 +0000 2022,,13,0,1,2022-09-29 18:35:27+00:00,False,ThelnSneider,@ThelnSneider,Missing_Retweet_ID,,0.064,0.9,0.036,-0.2732,Other,0.07692307692307693,0.05439330543933055,0.07410797215372189,0.05296553557991265,4966,original,,"harrison ford reportedly is or was
marvel's top choice to star as general ross in 'thunderbolts'
he is not currently cast in the film but it's unclear if he's already passed on the role.

(source: @thelnsneider) https://t.co/bc1aztg3yd",Marvel
263,kevin perry 💙 🖤👆🏽,"@BuzzFeed Doesnt make sense to me. Chadwick is an iconic actor, but Black panther is an iconic figure in comics, as a 49 year old black male we have very few. It makes no sense to me not to recast him. Christian Bale had passed would they not recast Batman. The character is too important",Tue Sep 27 03:19:26 +0000 2022,DFW,480,2,44,2022-09-27 03:19:26+00:00,False,BuzzFeed,@BuzzFeed,Missing_Retweet_ID,BuzzFeed,0.049,0.912,0.039,-0.1531,36.0,0.09583333333333334,1.8250950570342206,0.09151510883577325,1.0385420125399947,4990,original,,"@buzzfeed doesnt make sense to me. chadwick is an iconic actor, but black panther is an iconic figure in comics, as a 49 year old black male we have very few. it makes no sense to me not to recast him. christian bale had passed would they not recast batman. the character is too important",Black Panther
265,jacob nedwell,"@xDrDeath84 @IGN While Black Panther was a good film I do agree with your point. Its sad the guy passed away, but people die every day. Dont derail or halt production of something because someone passed away. Honor them properly and move on with life.",Mon Sep 26 23:45:07 +0000 2022,,103,0,21,2022-09-26 23:45:07+00:00,True,xDrDeath84,"@xDrDeath84, @IGN",Missing_Retweet_ID,xDrDeath84,0.135,0.676,0.189,0.234,19.0,0.20388349514563106,0.3886792452830189,0.18555257737540107,0.32835311218270874,4992,original,,"@xdrdeath84 @ign while black panther was a good film i do agree with your point. its sad the guy passed away, but people die every day. dont derail or halt production of something because someone passed away. honor them properly and move on with life.",Black Panther
268,lego fan and lgbtq+ ally,"@skane2600 @__ColeTurner__ @LucasGnagy @MyWakandanKing Wakanda Forever was already in production when Boseman passed away, so for all we know, whoever takes up the mantle here was always planned to do so in this movie",Mon Sep 26 20:45:19 +0000 2022,,7,1,1,2022-09-26 20:45:19+00:00,False,skane2600,"@skane2600, @__ColeTurner__, @LucasGnagy, @MyWakandanKing",Missing_Retweet_ID,skane2600,0.0,1.0,0.0,0.0,26.0,0.2857142857142857,0.026119402985074626,0.2513144282809061,0.025784117155714614,4995,original,,"@skane2600 @__coleturner__ @lucasgnagy @mywakandanking wakanda forever was already in production when boseman passed away, so for all we know, whoever takes up the mantle here was always planned to do so in this movie",Black Panther
308,alonso,"@TheHappyGinger1 @MCU_Direct While I understand people who want to recast, it's not the same thing. Marvel recasted actors who were still alive and appeared in one movie like fandral, hulk, and rhodey. Chadwick was in four movies and in what if, then passed away",Sat Sep 17 19:50:10 +0000 2022,"New Jersey, USA",1168,0,207,2022-09-17 19:50:10+00:00,False,TheHappyGinger1,"@TheHappyGinger1, @MCU_Direct",Missing_Retweet_ID,TheHappyGinger1,0.0,0.809,0.191,0.802,12.0,0.17722602739726026,3.792207792207792,0.16316084671249928,1.5669912221868434,5035,original,,"@thehappyginger1 @mcu_direct while i understand people who want to recast, it's not the same thing. marvel recasted actors who were still alive and appeared in one movie like fandral, hulk, and rhodey. chadwick was in four movies and in what if, then passed away",Marvel
312,koka,"all my patience nd my confidence r gone after stan's lee passed away im done w marvel, imma be a DC fan look how he looks great :D https://t.co/S1QzDyf88s",Fri Sep 16 22:10:26 +0000 2022,Brazil,10,0,1,2022-09-16 22:10:26+00:00,False,self,,Missing_Retweet_ID,,0.0,0.56,0.44,0.948,Other,0.1,0.03205128205128205,0.09531017980432487,0.03154835773492595,5039,original,,"all my patience nd my confidence r gone after stan's lee passed away im done w marvel, imma be a dc fan look how he looks great :d https://t.co/s1qzdyf88s",Marvel
334,starlordsenpai 🇵🇸✊🏽,"@fallenjedi90 @MongoosePower17 @brndxix Y'all really love to use this one, and it's weak. A core part of Black Panther is his Wakandan heritage. The mantle is passed down to people only within that country. Ariel's race (and really, she's a fish) has zero impact on the story. It's literally never mentioned or relevant.",Sun Sep 11 18:34:21 +0000 2022,they/them,74,0,13,2022-09-11 18:34:21+00:00,False,fallenjedi90,"@fallenjedi90, @MongoosePower17, @brndxix",Missing_Retweet_ID,fallenjedi90,0.051,0.869,0.08,0.3804,Other,0.17567567567567569,0.2215568862275449,0.16184302545041399,0.2001261814274613,5061,original,,"@fallenjedi90 @mongoosepower17 @brndxix y'all really love to use this one, and it's weak. a core part of black panther is his wakandan heritage. the mantle is passed down to people only within that country. ariel's race (and really, she's a fish) has zero impact on the story. it's literally never mentioned or relevant.",Black Panther
354,sorcerer john boomerstick,@IkeVolpe @JonsLongs It was a gag in the first Thor film. They grabbed an ID and tried to pass him off as Dr. Selvigs friend Donald Blake. That was it for that piece of Marvel lore. But Im with you. Not a fan of the Thor is but a mantle. crap.,Fri Sep 09 18:55:11 +0000 2022,"Fried Chicken, Kentucky",274,0,25,2022-09-09 18:55:11+00:00,False,IkeVolpe,"@IkeVolpe, @JonsLongs",Missing_Retweet_ID,IkeVolpe,0.138,0.788,0.073,-0.5489,Other,0.09124087591240876,0.7740112994350282,0.08731546700261619,0.5732432533344243,5081,original,,@ikevolpe @jonslongs it was a gag in the first thor film. they grabbed an id and tried to pass him off as dr. selvigs friend donald blake. that was it for that piece of marvel lore. but im with you. not a fan of the thor is but a mantle. crap.,Marvel
362,astrid lyttneyd ásgeirrfinnbjornsdottir,"@WSpargurKnits @raveryn @LOTRonPrime Ummm , hi. So... Black panther isn't real , Wakanda isn't real. Chadwick Boseman is passed away (legend) are we allowed to add &lt;insert white actor here&gt; to the kings of Wakanda? 
How any white ppl are gonna identify themselves with Black panther show?",Thu Sep 08 22:27:09 +0000 2022,,7,2,107,2022-09-08 22:27:09+00:00,False,WSpargurKnits,"@WSpargurKnits, @raveryn, @LOTRonPrime",Missing_Retweet_ID,WSpargurKnits,0.0,1.0,0.0,0.0,Other,15.571428571428571,0.019337016574585635,2.807680042051051,0.01915243221475613,5089,original,,"@wspargurknits @raveryn @lotronprime ummm , hi. so... black panther isn't real , wakanda isn't real. chadwick boseman is passed away (legend) are we allowed to add &lt;insert white actor here&gt; to the kings of wakanda? 
how any white ppl are gonna identify themselves with black panther show?",Black Panther
369,ibraheem (ibey) jara,"Figured Id post a breakdown of this thing.
Most of this was in blender except for the thumbnail pass, and then the cutting the loop together in premiere.

#spiderman #fanart #art #drawing #animation #blender #b3d #spidermannowayhome #artist #greasepencil #2danimation #Marvel https://t.co/aumMjY7eJw",Wed Sep 07 18:07:18 +0000 2022,,876,7,42,2022-09-07 18:07:18+00:00,False,self,,Missing_Retweet_ID,,0.037,0.963,0.0,-0.128,Other,0.05593607305936073,2.3739837398373984,0.05442764657603375,1.2160941648582808,5096,original,,"figured id post a breakdown of this thing.
most of this was in blender except for the thumbnail pass, and then the cutting the loop together in premiere.

#spiderman #fanart #art #drawing #animation #blender #b3d #spidermannowayhome #artist #greasepencil #2danimation #marvel https://t.co/aummjy7ejw",Marvel
375,honduran frog 🇭🇳,@msrissag @korysverse Respectfully the appeal of Black Panther was Chadwick and as we all know he sadly passed away. BP2 is not breaking any records.,Wed Sep 07 08:16:17 +0000 2022,,5,0,2,2022-09-07 08:16:17+00:00,True,msrissag,"@msrissag, @korysverse",Missing_Retweet_ID,msrissag,0.098,0.807,0.095,-0.0258,Other,0.4,0.013333333333333334,0.33647223662121295,0.01324522675002064,5102,original,,@msrissag @korysverse respectfully the appeal of black panther was chadwick and as we all know he sadly passed away. bp2 is not breaking any records.,Black Panther
378,alex_kath,"@AkirasParadox @TheKingofFoolz @MakoKenji @arcadian_aria @korysverse Plus the main actor for black panther that was a great actor and made the character passed away, so what even would be the premise.",Wed Sep 07 03:36:46 +0000 2022,,137,0,65,2022-09-07 03:36:46+00:00,False,AkirasParadox,"@AkirasParadox, @TheKingofFoolz, @MakoKenji, @arcadian_aria, @korysverse",Missing_Retweet_ID,AkirasParadox,0.0,0.872,0.128,0.6249,Other,0.4744525547445255,0.36243386243386244,0.38828677157307984,0.30927270504414844,5105,original,,"@akirasparadox @thekingoffoolz @makokenji @arcadian_aria @korysverse plus the main actor for black panther that was a great actor and made the character passed away, so what even would be the premise.",Black Panther
417,spidermanshots,"""YIBAMBE!"" 
This post is a tribute to Chadwick Boseman who passed away 2 years ago due to colon cancer. Check out the last slide for the location of the ""Boseman Way"" in Marvel's Miles Morales. 
#marvelsspidermanmilesmorales #milesmorales #insomniacgames #virtualphotography https://t.co/8uNn8B4LLi",Mon Aug 29 21:24:08 +0000 2022,,172,6,42,2022-08-29 21:24:08+00:00,False,self,,Missing_Retweet_ID,,0.113,0.887,0.0,-0.69,Other,0.27906976744186046,0.41247002398081534,0.24613306953890848,0.34533996185278526,5144,original,,"""yibambe!"" 
this post is a tribute to chadwick boseman who passed away 2 years ago due to colon cancer. check out the last slide for the location of the ""boseman way"" in marvel's miles morales. 
#marvelsspidermanmilesmorales #milesmorales #insomniacgames #virtualphotography https://t.co/8unn8b4lli",Marvel
